,0,1,2,adult,budget,credits,imdbId,movieId,overview,popularity,production_countries,release_date,revenue,runtime,tmdbId,vote_average
2392,2459,"Texas Chainsaw Massacre, The (1974)",Horror,0.0,85000.0,Tobe Hooper,72271.0,2459.0,Five friends visiting their grandfather's house in the country are hunted and terrorized by a chain-saw wielding killer and his family of grave-robbing cannibals.,10.095,United States of America,1974-10-01,30859000.0,83.0,30497.0,7.3
2393,2460,"Texas Chainsaw Massacre 2, The (1986)",Horror,0.0,4700000.0,Tobe Hooper,92076.0,2460.0,A radio host is victimized by the cannibal family as a former Texas Marshall hunts them.,6.21,United States of America,1986-08-22,8025872.0,101.0,16337.0,5.6
2394,2461,Leatherface: Texas Chainsaw Massacre III (1990),Horror,0.0,0.0,Jeff Burr,99994.0,2461.0,"A couple encounters a perverted gas station attendant who threatens them with a shotgun. They take a deserted path in Texas to seek help, but only meet up with a cannibalistic clan interested in helping themselves to fresh meat.",7.6629999999999985,United States of America,1990-01-12,5765562.0,81.0,25018.0,5.3
2395,2462,"Return of the Texas Chainsaw Massacre, The (1994)",Horror,,,,,,"None
",,,,,,,
2396,2463,Ruthless People (1986),Comedy,0.0,0.0,Jim Abrahams,91877.0,2463.0,"A couple, cheated by a vile businessman, kidnap his wife in retaliation, without knowing that their enemy is delighted they did.",6.518,United States of America,1986-06-26,71.0,93.0,12151.0,6.7
2397,2464,Trick or Treat (1986),Horror,0.0,0.0,Charles Martin Smith,92112.0,2464.0,"Eddie is your average 80's metal head teen. Now he's obsessed with his heavy-metal superstar idol, Sammi Curr who is killed in a hotel fire. Eddie becomes the recipient of the only copy of Curr's unreleased album, which when played backwards brings Sammi back to life. As Halloween approaches, Eddie begins to realize that this isn't only rock 'n roll... it's life and death.",3.276,United States of America,1986-10-24,6797218.0,98.0,25438.0,5.9
2398,2465,Deadly Friend (1986),Horror,0.0,0.0,Wes Craven,90917.0,2465.0,"Paul is a new kid in town with a robot named ""BB"". He befriends Samantha and the three of them have a lot of good times together. That is, until Samantha's abusive father throws her down some stairs and kills her. In an effort to save her life, Paul implants BB's computer brain into Samantha's human brain.",4.336,United States of America,1986-10-10,8988731.0,91.0,33278.0,5.8
2399,2466,Belizaire the Cajun (1986),Drama,0.0,0.0,Glen Pitre,90710.0,2466.0,"In 19th-century Louisiana's Cajun country, Belizaire (Armand Assante) is the informal spokesman for his citizens, who don't see eye to eye with local racists who wish to eradicate all Cajuns. Complicating matters is the fact that Belizaire's former flame (Gail Youngs) is now married to his biggest rival (Will Patton), an affluent landowner's son. Before he knows it, Belizaire is caught up in a web of murder, lies and prejudice.",0.6,United States of America,1986-06-13,1.0,103.0,274253.0,5.5
2400,2467,"Name of the Rose, The (1986)",Mystery,,,,,,"An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.
",,,,,,,
2401,2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,0.0,0.0,Penny Marshall,91306.0,2468.0,"Terry works for a bank, and uses computers to communicate with clients all over the world. One day she gets a strange message from an unknown source. The message is coded. After decoding the message, Terry becomes embroiled in an espionage ring. People are killed, and Terry is chased. Throughout she remains in contact with this unknown person, who needs Terry to help save his life.",7.336,United States of America,1986-10-09,0.0,100.0,10945.0,6.1
2402,2469,Peggy Sue Got Married (1986),Comedy|Romance,0.0,18000000.0,Francis Ford Coppola,91738.0,2469.0,"Peggy Sue faints at a Highschool reunion. When she wakes up she finds herself in her own past, just before she finished school.",7.186,United States of America,1986-10-05,41382841.0,103.0,10013.0,6.1
2403,2470,Crocodile Dundee (1986),Adventure|Comedy,0.0,5000000.0,Peter Faiman,90555.0,2470.0,"When a New York reporter plucks crocodile hunter Dundee from the Australian Outback for a visit to the Big Apple, it's a clash of cultures and a recipe for good-natured comedy as naïve Dundee negotiates the concrete jungle. Dundee proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to high-society snoots without breaking a sweat.",7.816,Australia,1986-09-26,328203506.0,97.0,9671.0,6.3
2404,2471,Crocodile Dundee II (1988),Adventure|Comedy,,,,92493.0,2471.0,"Australian outback expert protects his New York love from gangsters who've followed her down under.
",,,,,,9396.0,
2405,2472,Tough Guys (1986),Comedy,,,,92105.0,2472.0,"Two elderly gangsters are released from prison only to find they have trouble fitting in as old men who still take no guff from anyone.
",,,,,,11038.0,
2406,2473,Soul Man (1986),Comedy,,,,91991.0,2473.0,"To achieve his dream of attending Harvard, a pampered teen poses as a young black man to receive a full scholarship.
",,,,,,12278.0,
2407,2474,"Color of Money, The (1986)",Drama,,,,90863.0,2474.0,"Fast Eddie Felson teaches a cocky but immensely talented protégé the ropes of pool hustling, which in turn inspires him to make an unlikely comeback.
",,,,,,11873.0,
2408,2475,52 Pick-Up (1986),Action|Mystery|Thriller,,,,90567.0,2475.0,"A secret fling between a man and his mistress leads to blackmail and murder.
",,,,,,18588.0,
2409,2476,Heartbreak Ridge (1986),Action|War,,,,91187.0,2476.0,"A hard-nosed, hard-living Marine gunnery sergeant clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude.
",,,,,,10015.0,
2410,2477,Firewalker (1986),Adventure,,,,91055.0,2477.0,"A pair of adventurers try to track down an ancient Aztec/Mayan/Egyptian/Apache hoard of gold.
",,,,,,12715.0,
2411,2478,Three Amigos! (1986),Comedy|Western,,,,,,"Three actors accept an invitation to a Mexican village to perform their onscreen bandit fighter roles, unaware that it is the real thing.
",,,,,,,
2412,2479,Gloria (1999),Drama|Thriller,0.0,30000000.0,Sidney Lumet,120683.0,2479.0,"Sharon Stone plays a street-wise, middle-aged moll standing up against the mobs, all of which is complicated by a 6 year old urchin with a will of his own who she reluctantly takes under her wing after his family has been gunned down.",3.133,United States of America,1999-01-22,0.0,108.0,45712.0,5.5
2413,2480,Dry Cleaning (Nettoyage � sec) (1997),Drama,,,,,,"None
",,,,,,,
2414,2481,My Name Is Joe (1998),Drama|Romance,0.0,0.0,Ken Loach,151691.0,2481.0,"Two thirtysomethings, unemployed former alcoholic Joe and community health worker Sarah, start a romantic relationship in the one of the toughest Glasgow neighbourhoods.",3.007,Germany,1998-05-15,0.0,105.0,8129.0,7.2
2415,2482,Still Crazy (1998),Comedy|Romance,0.0,0.0,Brian Gibson,149151.0,2482.0,"In the seventies Strange Fruit were it. They lived the rock lifestyle to the max, groupies, drugs, internal tension and an ex front man dead from an overdose. Even their demise was glamorous; when lightning struck the stage during an outdoor festival. 20 years on and these former rock gods they have now sunk deep into obscurity when the idea of a reunion tour is lodged in the head of Tony, former keyboard player of the Fruits. Tony sets out to find his former bandmates with the help of former manager Karen to see if they can recapture the magic and give themselves a second chance.",3.463,United Kingdom,1998-10-30,0.0,92.0,1618.0,7.1
2416,2483,"Day of the Beast, The (El D�a de la bestia) (1995)",Comedy|Horror|Thriller,,,,,,"A Catholic priest teams up with a Black Metal aficionado and an Italian connoisseur of the occult to avert the birth of the beast, and with it, the end of the world.
",,,,,,,
2417,2484,Tinseltown (1998),Comedy,,,,,,"None
",,,,,,,
2418,2485,She's All That (1999),Comedy|Romance,0.0,10000000.0,Robert Iscove,160862.0,2485.0,"High school hotshot Zach Siler is the envy of his peers. But his popularity declines sharply when his cheerleader girlfriend, Taylor, leaves him for sleazy reality-television star Brock Hudson. Desperate to revive his fading reputation, Siler agrees to a seemingly impossible challenge. He has six weeks to gain the trust of nerdy outcast Laney Boggs -- and help her to become the school's next prom queen.",8.917,United States of America,1999-01-29,103166989.0,95.0,10314.0,6.0
2419,2486,24-hour Woman (1998),Drama,,,,,,"None
",,,,,,,
2420,2487,"Blood, Guts, Bullets and Octane (1998)",Action|Comedy,0.0,7300.0,Leon Corcos,163984.0,2487.0,"A Cherry Pontiac Lemans Convertible...Two Days...Two-Hundred &amp; Fifty Grand. When your lemon lot hits the skids you glom the gig no matter what the smell. For Bob and Sid, two slicked-back burnouts, bum luck runs in spades. With a goose-egg for cash flow and a fore-closure falling fast, they take the gig. The Upside: Fat Cash...The Flipside...Every Thug, Crook, Punk and Mercenary on the planet looking to get rich.",1.111,United States of America,1998-10-16,13674.0,87.0,47139.0,5.6
2421,2488,Peeping Tom (1960),Drama|Horror|Thriller,0.0,150000.0,Michael Powell,54167.0,2488.0,"Loner Mark Lewis works at a film studio during the day and, at night, takes racy photographs of women. Also he's making a documentary on fear, which involves recording the reactions of victims as he murders them. He befriends Helen, the daughter of the family living in the apartment below his, and he tells her vaguely about the movie he is making. She sneaks into Mark's apartment to watch it and is horrified by what she sees -- especially when Mark catches her.",5.29,United Kingdom,1960-04-06,83957.0,101.0,11167.0,7.6
2422,2489,Spanish Fly (1998),Drama,0.0,0.0,Daphna Kastner,152548.0,2489.0,"A woman journalist, Zoe, knows better than to go into a story with her mind already made up. But that's exactly what she does when she heads off to Spain to write about its men and their macho take (as she sees it) on relationships. As she tries to prove her thesis, she soon realizes that she doesn't know as much about the male sex as she thought.  She also finds herself involved in relationships with the wrong men.",0.6,,1998-09-10,0.0,,170187.0,0.0
2423,2490,Payback (1999),Action|Thriller,0.0,90000000.0,Brian Helgeland,120784.0,2490.0,"With friends like these, who needs enemies? That's the question bad guy Porter is left asking after his wife and partner steal his heist money and leave him for dead -- or so they think. Five months and an endless reservoir of bitterness later, Porter's partners and the crooked cops on his tail learn how bad payback can be.",10.79,United States of America,1999-02-05,161626121.0,100.0,2112.0,6.7
2424,2491,Simply Irresistible (1999),Comedy|Romance,0.0,6000000.0,Mark Tarlov,145893.0,2491.0,"After her mother's death, mediocre chef Amanda Shelton is having trouble attracting customers to her family's restaurant. While shopping for ingredients, she is given a magical crab by mysterious Gene O'Reilly. Afterward, Amanda's dishes suddenly become excellent, inducing strong emotional reactions in everyone who eats them. Tom Bartlett, who is preparing to open his own eatery, tries her cooking and falls in love.",7.125,United States of America,1999-02-05,4398989.0,95.0,16172.0,5.1
2425,2492,20 Dates (1998),Comedy,0.0,0.0,Myles Berkowitz,138987.0,2492.0,"Myles is divorced in L.A. He wants a love life and a film career. So he decides to go on 20 dates and find true love in front of a camera, making his first feature. His patient agent, Richard, finds a $60,000 investor, the shadowy Elie. Myles starts his search, sometimes telling his date she's being filmed, sometimes not. Elie wants sex and titillation, Myles wants it ""real."" Myles regularly talks with his old film teacher, Robert McKee, who wonders if love is possible in modern life. Half-way through the 20 dates, Myles meets Elisabeth; she's everything he desires and she likes him. Can he finish the 20 dates, satisfy Elie, and complete his film without losing Elisabeth?",0.7709999999999999,United States of America,1998-01-01,0.0,87.0,111794.0,3.6
2426,2493,"Harmonists, The (1997)",Drama,0.0,0.0,Joseph Vilsmaier,128133.0,2493.0,"Comedian Harmonists tells the story of a famous, German male sextet, five vocals and piano, the ""Comedian Harmonists"", from the day they meet first in 1927 to the day in 1934, when they become banned by the upcoming Nazis, because three of them are Jewish.",2.449,Austria,1997-12-25,0.0,126.0,9524.0,6.7
2427,2494,"Last Days, The (1998)",Documentary,0.0,0.0,James Moll,174852.0,2494.0,"Five Jewish Hungarians, now U.S. citizens, tell their stories: before March, 1944, when Nazis began to exterminate Hungarian Jews, months in concentration camps, and visiting childhood homes more than 50 years later. An historian, a Sonderkommando, a doctor who experimented on Auschwitz prisoners, and US soldiers who were part of the liberation in April, 1945.",1.598,United States of America,1998-10-23,0.0,87.0,20595.0,7.5
2428,2495,"Fantastic Planet, The (La Plan�te sauvage) (1973)",Animation|Sci-Fi,,,,,,"On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders.
",,,,,,,
2429,2496,Blast from the Past (1999),Comedy|Romance,0.0,35000000.0,Hugh Wilson,124298.0,2496.0,"Following a bomb scare in the 1960s that locked the Webers into their bomb shelter for 35 years, Adam now ventures forth into Los Angeles to obtain food and supplies for his family, and a non-mutant wife for himself.",6.806,United States of America,1999-02-12,40263020.0,112.0,11622.0,6.4
2430,2497,Message in a Bottle (1999),Romance,0.0,80000000.0,Luis Mandoki,139462.0,2497.0,"A woman finds a romantic letter in a bottle washed ashore and tracks down the author, a widowed shipbuilder whose wife died tragically early. As a deep and mutual attraction blossoms, the man struggles to make peace with his past so that he can move on and find happiness.",6.966,United States of America,1999-02-22,118880016.0,131.0,10207.0,6.1
2431,2498,My Favorite Martian (1999),Comedy|Sci-Fi,,,,120764.0,2498.0,"A Martian lands on Earth and makes friends with a reporter.
",,,,,,9849.0,
2432,2499,God Said 'Ha!' (1998),Comedy,,,,119207.0,2499.0,"Julia Sweeney tells the viewers the monologue about the hard time in her life when her brother fought with cancer and she was also diagnosed with a rare form of cancer.
",,,,,,82865.0,
2433,2500,Jawbreaker (1999),Comedy,,,,155776.0,2500.0,"Three of the most popular girls at Reagan High accidentally kill the prom queen with a jawbreaker when a kidnapping goes horribly wrong.
",,,,,,18892.0,
2434,2501,October Sky (1999),Drama,,,,132477.0,2501.0,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.
",,,,,,13466.0,
2435,2502,Office Space (1999),Comedy|Romance,,,,151804.0,2502.0,"Three company workers who hate their jobs decide to rebel against their greedy boss.
",,,,,,1542.0,
2436,2503,"Apple, The (Sib) (1998)",Drama,,,,156901.0,2503.0,"N/A
",,,,,,43978.0,
2437,2504,200 Cigarettes (1999),Comedy|Drama,,,,137338.0,2504.0,"A collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses.
",,,,,,15256.0,
2438,2505,8MM (1999),Thriller,0.0,40000000.0,Joel Schumacher,134273.0,2505.0,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI.",11.036,United States of America,1999-02-26,96618699.0,123.0,8224.0,6.2
2439,2506,"Other Sister, The (1999)",Comedy|Drama|Romance,0.0,35000000.0,Garry Marshall,123209.0,2506.0,"A mentally challenged girl proves herself to be every bit as capable as her ""perfect"" sister when she moves into an apartment and begins going to college.",4.97,United States of America,1999-02-26,0.0,130.0,18417.0,6.3
2440,2507,Breakfast of Champions (1999),Comedy,0.0,12000000.0,Alan Rudolph,120618.0,2507.0,A portrait of a fictional town in the mid west that is home to a group of idiosyncratic and slightly neurotic characters. Dwayne Hoover is a wealthy car dealer-ship owner that's on the brink of suicide and is losing touch with reality.,3.512,United States of America,1999-02-13,0.0,110.0,12479.0,5.4
2441,2508,"Breaks, The (1999)",Drama,0.0,0.0,Eric Meza,181322.0,2508.0,"Derrick, a racially-confused Irishman raised in the hood by a black family is having the worst day ever. Determined to prove to his fed-up mother and would-be girlfriend that he's not a screw-up, he sets out to do one thing right (get some milk) and even that proves to be a challenge! Hilarious encounters with racist red-neck cops, local gangsters and 'flamboyant' pawn shop owners ensue, and along the way Derek shows that he can actually do things for others and maybe even get his own life together.",1.695,,1999-02-26,0.0,86.0,15031.0,5.4
2442,2509,Eight Days a Week (1997),Comedy,0.0,10000000.0,Michael Davis,119054.0,2509.0,"Peter loves his next door neighbour Erica and, on the advice of his grandfather, decides to camp out on her front lawn for the entire summer, or until she agrees to go out with him. His father is none too happy about the idea and refuses to let his son back in the house, even to get a change of clothes.",1.585,United States of America,1997-01-17,0.0,92.0,15209.0,5.8
2443,2510,Just the Ticket (1999),Comedy|Romance,0.0,12000000.0,Richard Wenk,134948.0,2510.0,"Gary Starke is one of the best ticket scalpers in New York City. His girlfriend, Linda, doesn't approve of his criminal lifestyle, though, and dumps him when she gets the opportunity to study cooking in Paris. Gary realizes that he has to give up scalping if he has any chance of winning her back. But before he does, he wants to cash out on one last big score. He gets his chance when the pope announces he'll be performing Easter Mass at Yankee Stadium.",1.847,France,1999-02-26,0.0,115.0,26425.0,5.7
2444,2511,"Long Goodbye, The (1973)",Crime,0.0,1700000.0,Elliott Kastner,70334.0,2511.0,Detective Philip Marlowe tries to help a friend who is accused of murdering his wife.,7.9,United States of America,1973-03-07,959000.0,112.0,1847.0,7.4
2445,2512,"Ballad of Narayama, The (Narayama Bushiko) (1982)",Drama,,,,,,"None
",,,,,,,
2446,2513,Pet Sematary (1989),Horror,0.0,11500000.0,Mary Lambert,98084.0,2513.0,"Dr. Louis Creed's family moves into the country house of their dreams and discover a pet cemetery at the back of their property. The cursed burial ground deep in the woods brings the dead back to life -- with ""minor"" problems. At first, only the family's cat makes the return trip, but an accident forces a heartbroken father to contemplate the unthinkable.",9.369,United States of America,1989-04-21,57469467.0,103.0,8913.0,6.5
2447,2514,Pet Sematary II (1992),Horror,0.0,8000000.0,Mary Lambert,105128.0,2514.0,"The ""sematary"" is up to its old zombie-raising tricks again. This time, the protagonists are Jeff Matthews, whose mother died in a Hollywood stage accident, and Drew Gilbert, a boy coping with an abusive stepfather.",5.797999999999999,United States of America,1992-08-28,17092453.0,100.0,10906.0,5.3
2448,2515,Children of the Corn II: The Final Sacrifice (1993),Horror,0.0,900000.0,David Price,106557.0,2515.0,"Arriving in Gatlin, Nebraska, a news-reporter and his son get wind of a story about the youth in the town murdering their parents finds that a series of brutal murders are revealed to be worshipers of the corn-stalks and try to stop them before they carry out their plans.",6.615,United States of America,1993-01-29,6980986.0,92.0,25748.0,4.6
2449,2516,Children of the Corn III (1994),Horror,0.0,0.0,James D.R. Hickox,109415.0,2516.0,"Two young Gatlin residents are orphaned after the younger brother kills their father. The terror of Gatlin goes urban when the two boys are placed in the custody of two foster parents in the city. The younger brother takes some corn seeds along for the road and plants them in the courtyard of an abandoned warehouse, bringing ""He Who Walks Behind the Rows"" to the city.",7.848,United States of America,1995-09-12,0.0,92.0,25749.0,4.8
2450,2517,Christine (1983),Horror,0.0,0.0,John Carpenter,85333.0,2517.0,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory. As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty. Arnie's girlfriend Leigh and best friend Dennis reach out to him, only to be met by a Fury like no other.",10.843,United States of America,1983-12-08,21200000.0,110.0,8769.0,6.6
2451,2518,Night Shift (1982),Comedy,0.0,0.0,Ron Howard,84412.0,2518.0,"A nebbish of a morgue attendant gets shunted back to the night shift where he is shackled with an obnoxious neophyte partner who dreams of the ""one great idea"" for success. His life takes a bizarre turn when a prostitute neighbour complains about the loss of her pimp. His partner, upon hearing the situation, suggests that they fill that opening themselves using the morgue at night .",6.03,United States of America,1982-07-30,21095683.0,106.0,14742.0,6.1
2452,2519,House on Haunted Hill (1958),Horror,,,,,,"None
",,,,,,,
2453,2520,Airport (1970),Drama,0.0,10000000.0,George Seaton,65377.0,2520.0,"Melodrama about a bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved.",8.566,United States of America,1970-03-05,100489151.0,137.0,10671.0,6.4
2454,2521,Airport 1975 (1974),Drama,0.0,3000000.0,Jack Smight,71110.0,2521.0,"""Something hit us...the crew is dead...help us, please, please help us!"" With these terrifying words, 22 of Hollywood's greatest stars find themselves aboard a pilotless jumbo jet headed on a collision course with destruction in the nerve chilling sequel to the greatest disaster movie ever made.",7.792000000000002,United States of America,1974-10-18,47000000.0,107.0,27932.0,5.7
2455,2522,Airport '77 (1977),Drama,0.0,6000000.0,Jerry Jameson,75648.0,2522.0,Flight 23 has crashed in the Bermuda Triangle while taking VIPs and valuable art to Philip Stevens new museum. But when hijackers take off the plane and knock everyone out with sleeping gas the plane crashes in the sea. The passengers survive but a small hole at the front is flooding the plane and 2 daring rescues must be put into action because everyone is trapped 200 feet underwater.,9.621,United States of America,1977-03-11,30000000.0,114.0,7227.0,5.7
2456,2523,Rollercoaster (1977),Drama|Thriller,0.0,0.0,James Goldstone,76636.0,2523.0,The plot is about a guile young terrorist who is able to blackmail a series of companies by placing home-made radio controlled bombs within the central attraction of amusement parks; roller coasters. The young man played by Timothy Bottoms gives a hard time to the cops after they give him UV marked money. He then wants revenge and places a bomb in a roller coaster at the most important amusement park event of the year.,4.711,United States of America,1977-06-10,0.0,119.0,10670.0,5.7
2457,2524,"Towering Inferno, The (1974)",Action|Drama,0.0,14000000.0,Irwin Allen,72308.0,2524.0,"At the opening party of a colossal—but poorly constructed—office building, a massive fire breaks out, threatening to destroy the tower and everyone in it.",9.648,United States of America,1974-12-14,116000000.0,159.0,5919.0,7.1
2458,2525,Alligator (1980),Action|Horror|Sci-Fi,,,,80354.0,2525.0,"A baby alligator is flushed down a Chicago toilet and survives by eating discarded laboratory rats injected with growth hormones. The small reptile grows gigantic, escapes the city sewers, and goes on a rampage.
",,,,,,33518.0,
2459,2526,Meteor (1979),Sci-Fi,,,,79550.0,2526.0,"The USA must join forces with the USSR in order to destroy a gigantic asteroid heading straight for Earth.
",,,,,,40160.0,
2460,2527,Westworld (1973),Action|Sci-Fi|Thriller|Western,,,,70909.0,2527.0,"A robot malfunction creates havoc and terror for unsuspecting vacationers at a futuristic, adult-themed amusement park.
",,,,,,2362.0,
2461,2528,Logan's Run (1976),Action|Adventure|Sci-Fi,,,,74812.0,2528.0,"An idyllic science fiction future has one major drawback: life must end at the age of thirty.
",,,,,,10803.0,
2462,2529,Planet of the Apes (1968),Action|Sci-Fi,,,,63442.0,2529.0,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.
",,,,,,871.0,
2463,2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi,,,,65462.0,2530.0,"The sole survivor of an interplanetary rescue mission searches for the only survivor of the previous expedition. He discovers a planet ruled by apes and an underground city run by telepathic humans.
",,,,,,1685.0,
2464,2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi,0.0,1700000.0,J. Lee Thompson,69768.0,2531.0,"The fifth and final episode in the Planet of the Apes series. After the collapse of human civilization, a community of intelligent apes led by Caesar lives in harmony with a group of humans. Gorilla General Aldo tries to cause an ape civil war and a community of human mutants who live beneath a destroyed city try to conquer those whom they perceive as enemies. All leading to the finale.",8.577,United States of America,1973-06-15,8844595.0,93.0,1705.0,5.7
2465,2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,0.0,1700000.0,Paul Dehn,68408.0,2532.0,"In a futuristic world that has embraced ape slavery, Caesar, the son of the late simians Cornelius and Zira, surfaces after almost twenty years of hiding out from the authorities, and prepares for a slave revolt against humanity.",9.707,United States of America,1972-06-29,9700000.0,88.0,1688.0,6.2
2466,2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi,0.0,2500000.0,Don Taylor,67065.0,2533.0,"The world is shocked by the appearance of two talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society; but one man believes them to be a threat to the human race.",8.946,United States of America,1971-05-20,12348905.0,98.0,1687.0,6.3
2467,2534,Avalanche (1978),Action,0.0,6500000.0,Corey Allen,77189.0,2534.0,The vacationers at a winter wonderland struggle to survive after an avalanche of snow crashes into their ski resort. Their holiday then turns into a game of survival.,1.823,United States of America,1978-09-29,0.0,94.0,166680.0,3.1
2468,2535,Earthquake (1974),Action,0.0,7000000.0,Mark Robson,71455.0,2535.0,"Earthquake is a 1974 American disaster film that achieved huge box-office success, continuing the disaster film genre of the 1970s where recognizable all-star casts attempt to survive life or death situations. The plot concerns the struggle for survival after a catastrophic earthquake destroys most of the city of Los Angeles, California.",7.537000000000001,United States of America,1974-11-15,79666653.0,123.0,11123.0,5.6
2469,2536,"Concorde: Airport '79, The (1979)",Drama,0.0,14000000.0,David Lowell Rich,78740.0,2536.0,"The last of the 'Airport' series again stars George Kennedy as aviation disaster-prone Joe Patroni, this time having to contend with nuclear missiles, the French Air Force and the threat of the plane splitting in two over the Alps!",6.727,United States of America,1979-08-17,13015688.0,123.0,29723.0,4.7
2470,2537,Beyond the Poseidon Adventure (1979),Adventure,0.0,0.0,Irwin Allen,78856.0,2537.0,"After ""The Poseidon Adventure"", in which the ship got flipped over by a tidal wave, the ship drifts bottom-up in the sea. While the passengers are still on board waiting to be rescued, two rivaling salvage parties enter the ship on search for money, gold and a small amount of plutonium.",2.786,United States of America,1979-05-18,0.0,114.0,31638.0,5.1
2471,2538,Dancemaker (1998),Documentary,0.0,0.0,Matthew Diamond,175550.0,2538.0,"A look at Paul Taylor and his dance company over several months in 1997. Preparation of Taylor's piece, ""Piazzolla Caldera,"" from conception and rehearsals to opening night at City Center, frames the film. The troupe's trip to India falls in the middle. Included are black and white footage of rehearsals, and, in color, interviews with Taylor, his dancers, dance critics and scholars, and those who manage the business side. There is also footage of a younger Taylor dancing and film of the troupe performing a dozen Taylor pieces. His genius, his roots, his method of working with dancers, and his sometimes difficult nature draw the attention of those who comment.",0.6,,1998-12-01,0.0,98.0,113286.0,7.0
2472,2539,Analyze This (1999),Comedy,0.0,80000000.0,Harold Ramis,122933.0,2539.0,"Countless wiseguy films are spoofed in this film that centers on the neuroses and angst of a powerful Mafia racketeer who suffers from panic attacks. When Paul Vitti needs help dealing with his role in the ""family,"" unlucky shrink Dr. Ben Sobel is given just days to resolve Vitti's emotional crisis and turn him into a happy, well-adjusted gangster.",9.683,Australia,1999-03-05,176885658.0,103.0,9535.0,6.4
2473,2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,0.0,25000000.0,James Foley,142192.0,2540.0,"Danny is a young cop partnered with Nick, a seasoned but ethically tainted veteran. As the two try to stop a gang war in Chinatown, Danny relies on Nick but grows increasingly uncomfortable with the way Nick gets things done.",8.221,United States of America,1999-03-12,15156200.0,110.0,9455.0,6.1
2474,2541,Cruel Intentions (1999),Drama,0.0,10500000.0,Roger Kumble,139134.0,2541.0,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",12.418,United States of America,1999-03-05,75902208.0,97.0,796.0,6.6
2475,2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,0.0,1350000.0,Guy Ritchie,120735.0,2542.0,A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.,6.697,United Kingdom,1998-03-05,28356188.0,105.0,100.0,8.0
2476,2543,Six Ways to Sunday (1997),Comedy,0.0,0.0,Adam Bernstein,127288.0,2543.0,"Norman Reedus stars as Harry Odum, a henpecked, 18-year-old momma's boy in Youngstown, Ohio, who -- with his violent temper -- impresses a local boss of the Jewish Mafia. Soon he's found his calling as a hit man alongside his crack addict partner Arnie Finklestein (Adrien Brody), and he discovers that his rage and complicated psychosis fuel his murderous abilities. Harry also falls for the organization's limping, Hungarian-born maid Iris (Elina Lowensohn), a romance complicated by Harry's Oedipal, sexual relationship with his domineering mother Kate (Deborah Harry).",1.3430000000000002,United States of America,1997-09-01,0.0,97.0,47501.0,6.4
2477,2544,"School of Flesh, The (L' �cole de la chair) (1998)",Drama,,,,,,"Fashion executive Dominique's obsession for Quentin, a young bisexual hustler, fills her desire for physical love but leaves her taxed emotionally. Twists and turns in the relationship, ...
",,,,,,,
2478,2545,Relax... It's Just Sex (1998),Comedy,0.0,0.0,P.J. Castellaneta,159696.0,2545.0,"A mixed group of individuals - lesbian, gays, and heterosexuals who all frequent a local bar struggle to accept each others lifestyles. However when the two gays are attacked and fight back and ultimately rape one of their attackers, the group becomes strongly divided on their actions.",0.797,,1998-06-26,0.0,110.0,84586.0,5.7
2479,2546,"Deep End of the Ocean, The (1999)",Drama,0.0,38000000.0,Ulu Grosbard,120646.0,2546.0,"Michelle Pfeiffer is ferocious in the role of a desperate mother whose 3-year-old son disappears during her high school reunion. Nine years later, by chance, he turns up in the town in which the family has just relocated. Based on Jacquelyn Mitchard's best-selling novel (an Oprah book club selection), the movie effectively presents the troubling dynamics that exist between family members who've suffered such an unsettling loss.",7.885,United States of America,1999-03-12,28121100.0,106.0,30943.0,6.3
